incident_administrative_unit,incident_county,incident_acres_burned,incident_longitude,incident_latitude,incident_type,calfire_incident,mean_temperature,Population,incident_days,month_extinguished
CAL FIRE Amador-El Dorado Unit,Amador,60.0,-121.135426,38.260777,Unknown,True,22.051416,40577,1.0,6
CAL FIRE Tehama-Glenn Unit,Tehama,55.0,-122.552,40.0133,Unknown,True,28.908834,65484,0.0,6
CAL FIRE San Diego Unit,San Diego,171.0,-116.8534,32.9421,Unknown,True,23.692945,3289701,2.0,6
CAL FIRE / San Bernardino National Forest / San Bernardino County Fire/ San Bernardino County Sheriffs,San Bernardino,31359.0,-116.89277777778,34.160277777778,Unknown,True,20.305954,2180563,45.0,8
CAL FIRE Nevada-Yuba-Placer Unit,Yuba,158.0,-121.26471,39.2688,Unknown,True,25.531084,81705,4.0,6
CAL FIRE Madera-Mariposa-Merced Unit,Madera,920.0,-119.523943,37.165767,Unknown,True,17.055809,157243,7.0,6
CAL FIRE Madera-Mariposa-Merced Unit,Madera,135.0,-119.6958,37.072561,Unknown,True,26.99175,157243,2.0,6
CAL FIRE Lassen-Modoc Unit,Lassen,60.0,-121.033667,40.875667,Unknown,True,10.530373,31873,1.0,6
US Forest Service - Humboldt - Toiyabe National Forest,Alpine,0.0,-119.751944,38.598056,Unknown,False,14.905334,1515,3.0,6
Los Angeles County Fire ,Los Angeles,415.0,-118.535793,34.361007,Unknown,False,25.916025,9936690,2.0,6
San Bernardino National Forest,San Bernardino,100.0,-117.243878,34.165974,Unknown,False,28.546915,2180563,4.0,6
CAL FIRE Sonoma-Lake-Napa Unit,Napa,19.0,-122.181878,38.519132,Unknown,True,20.863874,137384,1.0,6
CAL FIRE Mendocino Unit,Mendocino,35.0,-123.248214,39.7806004,Unknown,True,23.356543,91145,1.0,6
CAL FIRE Tehama-Glenn Unit,Tehama,170.0,-122.3638,39.8448,Unknown,True,31.328165,65484,0.0,7
CAL FIRE Mendocino Unit,Mendocino,23.0,-123.303,39.0263,Unknown,True,20.686584,91145,1.0,7
CAL FIRE Sonoma-Lake-Napa,Solano,150.0,-122.0789,38.4113,Unknown,True,20.48475,450995,2.0,7
CAL FIRE Sonoma-Lake-Napa Unit,Solano,40.0,-122.1578,38.1029,Unknown,True,17.020916,450995,0.0,7
CAL FIRE Shasta-Trinity Unit,Shasta,18.0,-122.4397,40.5953,Unknown,True,29.129042,181852,1.0,7
CAL FIRE San Bernardino Unit/San Bernardino National Forest ,San Bernardino,54.0,-117.0487863,34.0783472,Unknown,True,23.569668,2180563,9.0,7
CAL FIRE San Luis Obispo Unit,San Luis Obispo,95.0,-121.0157,35.7183,Unknown,True,21.13618,281712,5.0,7
CAL FIRE Riverside County Fire,Riverside,21.0,-117.43942,33.986204,Unknown,True,22.400002,2429487,0.0,7
Orange County Fire Authority,Orange,214.0,-117.7274,33.7626,Unknown,True,22.135834,3175227,2.0,7
CAL FIRE Siskiyou Unit ,Siskiyou,181.0,-122.5029,41.8048,Unknown,True,18.765625,44049,1.0,7
CAL FIRE San Diego Unit,San Diego,25.0,-116.73472,33.21407,Unknown,True,22.411371,3289701,1.0,7
CAL FIRE San Bernardino Unit/ San Bernardino National Forest / San Bernardino County Fire ,San Bernardino,4250.0,-117.478,34.339,Unknown,True,22.171583,2180563,4.0,7
USFS - Angeles National Forest ,Los Angeles,200.0,-117.683,34.367,Unknown,False,17.203987,9936690,18.0,8
CAL FIRE San Benito-Monterey Unit,San Benito,25.0,-121.5681,36.8727,Unknown,True,24.343832,64753,0.0,7
CAL FIRE Tulare Unit,Tulare,430.0,-118.824235,36.085212,Unknown,True,26.734999,473446,5.0,7
CAL FIRE Siskiyou Unit,Siskiyou,24.0,-121.891226,41.999341,Unknown,True,21.594168,44049,1.0,7
CAL FIRE Sonoma-Lake-Napa Unit,Napa,8051.0,-122.1145,38.4994,Wildfire,True,17.093996,137384,14.0,8
CAL FIRE Sonoma-Lake-Napa Unit,Napa,65.0,-122.43172,38.40958,Unknown,True,16.148249,137384,2.0,10
CAL FIRE Nevada Yuba Placer Unit,Placer,26.0,-121.1548,38.9361,Unknown,True,25.058832,406608,0.0,7
USFS - El Dorado National Forest ,El Dorado,75.0,-120.404,38.776,Unknown,False,21.583118,191713,6.0,7
CAL FIRE Lassen-Modoc Unit,Modoc,116.0,-121.172117,41.29226,Unknown,True,19.799583,8651,3.0,7
CAL FIRE Lassen-Modoc Unit,Modoc,77.0,-121.101623,40.856422,Unknown,True,18.88639,8651,2.0,7
USFS - Cleveland National Forest,San Diego,167.0,-116.868611,33.383889,Unknown,False,20.755362,3289701,2.0,7
CAL FIRE San Diego Unit,San Diego,25.0,-116.51684,32.682547,Unknown,True,23.346167,3289701,1.0,7
CAL FIRE Nevada-Yuba-Placer Unit,Nevada,2304.0,-120.882313,39.192088,Unknown,True,14.5637665,102322,18.0,8
CAL FIRE Humboldt-Del Norte Unit,Humboldt,158.0,-123.784067,41.295667,Unknown,True,20.766129,136132,8.0,8
US Forest Service - Sierra National Forest ,Madera,5702.0,-119.50014,37.279722,Unknown,True,23.946814,157243,19.0,8
CAL FIRE Tuolumne Calaveras Unit,Calaveras,114.0,-120.5577,38.052,Unknown,True,26.211126,45674,5.0,8
CAL FIRE Santa Clara Unit,Stanislaus,40.0,-121.20324,37.24523,Unknown,True,26.281836,552063,0.0,7
CAL FIRE Humboldt-Del Norte Unit,Humboldt,16.0,-123.774,40.1093,Unknown,True,24.632812,136132,3.0,7
USFS - Sequoia National Forest,Tulare,6980.0,-118.54,36.24,Unknown,False,18.642555,473446,48.0,9
CAL FIRE Butte Unit,Butte,400.0,-121.38794,39.43963,Unknown,True,27.85307,213605,5.0,8
CAL FIRE Sonoma-Lake-Napa Unit,Lake,69636.0,-122.4762475,38.8863538,Unknown,True,14.778943,68024,16.0,8
CAL FIRE Shasta-Trinity Unit,Shasta,75.0,-122.199227,40.509552,Unknown,True,32.332386,181852,2.0,7
CAL FIRE Shasta-Trinity Unit,Shasta,212.0,-122.439939,40.415108,Unknown,True,31.980688,181852,3.0,8
CAL FIRE Tuolumne-Calaveras Unit,Tuolumne,204.0,-120.15644,37.823,Unknown,True,24.720974,54993,6.0,8
CAL FIRE Tuolumne-Calaveras Unit,Tuolumne,112.0,-120.61691,37.83618,Unknown,True,27.086374,54993,1.0,8
CAL FIRE Santa Clara Unit,Contra Costa,195.0,-121.68113,37.81629,Unknown,True,25.180916,1162648,0.0,7
CAL FIRE Shasta-Trinity Unit,Shasta,90.0,-122.20109,40.49865,Unknown,True,33.1365,181852,1.0,7
CAL FIRE Tulare Unit,Tulare,86.0,-118.9009,36.49845,Unknown,True,27.370169,473446,6.0,8
CAL FIRE Mendocino Unit,Mendocino,50.0,-123.36316,39.43301,Unknown,True,22.021332,91145,4.0,8
CAL FIRE/Riverside County Fire,Riverside,500.0,-116.5387,33.5736,Unknown,True,14.118299,2429487,5.0,8
USFS Modoc National Forest,Modoc,4863.0,-121.392,41.399,Unknown,False,25.270706,8651,1.0,7
CAL FIRE Shasta-Trinity Unit,Shasta,75.0,-121.93244,40.67868,Unknown,True,25.288055,181852,2.0,8
Santa Barbara County Fire,Santa Barbara,52.0,-120.2903,34.9522,Unknown,True,15.963828,445213,2.0,8
CAL FIRE Nevada-Yuba-Placer Unit,Yuba,30.0,-121.18735,39.33303,Unknown,True,24.025862,81705,2.0,8
CAL FIRE Shasta-Trinity Unit,Shasta,59.0,-122.40546,40.3929,Unknown,True,28.469084,181852,1.0,8
Bureau of Land Management,Lassen,10570.0,-120.105,40.938,Unknown,False,19.9495,31873,1.0,8
CAL FIRE San Diego Unit,San Diego,55.0,-117.2886249,33.4115972,Unknown,True,20.699623,3289701,1.0,8
CAL FIRE Tehama-Glenn Unit,Tehama,110.0,-121.7786799,40.3506868,Unknown,True,22.55604,65484,1.0,8
CAL FIRE Sonoma-Lake-Napa Unit,"Lake, Napa",25118.0,-122.4867319,38.8142503,Unknown,True,23.939037,205408,16.0,8
CAL FIRE San Luis Obispo Unit/ Los Padres National Forest ,San Luis Obispo,2446.0,-120.6269,35.3477,Unknown,True,23.28084,281712,12.0,8
CAL FIRE Humboldt-Del Norte Unit,Humboldt,146.0,-124.0720419,40.1058823,Unknown,True,17.957611,136132,11.0,8
CAL FIRE Santa Clara Unit,Alameda,2850.0,-121.3732,37.3845,Unknown,True,16.503775,1663823,3.0,8
CAL FIRE Sonoma Lake Napa,Lake,22.0,-122.53428,38.831478,Unknown,True,22.35379,68024,1.0,8
CAL FIRE Sonoma-Lake-Napa Unit,Lake,215.0,-122.879272,38.925764,Unknown,True,21.950209,68024,5.0,8
USFS - San Bernardino National Forest,San Bernardino,55.0,-116.883,34.23,Unknown,False,17.770937,2180563,19.0,9
CAL FIRE Shasta-Trinity Unit,Trinity,128.0,-122.96174,40.724898,Unknown,True,23.817,15889,4.0,8
CAL FIRE Sonoma-Lake-Napa Unit / Mendocino National Forest,Lake,673.0,-122.0,55.23,Unknown,True,5.5224524,68024,6.0,9
CAL FIRE Butte Unit,Butte,72.0,-121.0,26.42,Unknown,True,22.288542,213605,1.0,9
CAL FIRE Lassen-Modoc Unit,Lassen,30.0,-121.194256,41.12362,Unknown,True,18.890625,31873,1.0,8
CAL FIRE Tuolumne-Calaveras Unit,Tuolumne,108.0,-120.30188,38.04684,Unknown,True,21.893646,54993,7.0,9
CAL FIRE Shasta-Trinity Unit,Trinity,35.0,41.46,40.0,Unknown,True,20.316528,15889,2.0,9
CAL FIRE Lassen - Modoc Unit,Lassen,40.0,-120.553075,40.400196,Unknown,True,24.363459,31873,1.0,9
CAL FIRE Fresno Kings Unit,Fresno,170.0,-120.553075,40.400196,Unknown,True,24.870056,1008280,2.0,9
CAL FIRE Amador - El Dorado Unit,Butte,70868.0,-120.70418,38.32974,Wildfire,True,15.0729265,213605,36.0,10
CAL FIRE Butte Unit,Butte,1040.0,-121.3363,39.5218,Unknown,True,15.693346,213605,6.0,9
CAL FIRE Shasta-Trinity Unit,Shasta,109.0,-122.52541,40.47512,Unknown,True,29.159359,181852,2.0,9
CAL FIRE Butte Unit ,Butte,104.0,-121.8938,39.8707,Unknown,True,20.276667,213605,0.0,10
Sierra National Forest ,Fresno,151623.0,-118.905,36.874,Unknown,False,14.635828,1008280,101.0,11
CAL FIRE Madera-Mariposa-Merced Unit,Merced,30.0,-121.08036,37.2171,Unknown,True,16.392668,282290,0.0,4
Ventura County Fire Department,Ventura,50.0,-118.879444,34.15,Unknown,False,17.240084,842009,0.0,11
CAL FIRE San Benito - Monterey Unit,San Benito,690.0,-121.32734,36.70854,Unknown,True,15.065179,64753,4.0,10
Los Padres National Forest,Santa Barbara,21.0,-119.63216,34.4828,Unknown,False,12.562562,445213,11.0,11
CAL FIRE San Benito-Monterey Unit,Monterey,1086.0,-121.589554,36.3699644,Unknown,True,14.886109,437609,8.0,9
CAL FIRE San Benito-Monterey Unit,Monterey,95.0,-121.7556029,36.5696373,Unknown,True,21.095251,437609,2.0,9
Los Angeles County Fire,Los Angeles,0.0,-118.7892593,34.6888731,Unknown,False,20.50125,9936690,0.0,4
CAL FIRE Tuolumne-Calaveras Unit,Tuolumne,85.0,-120.528836,37.927613,Unknown,True,25.454306,54993,2.0,6
CAL FIRE San Benito-Monterey Unit,Monterey,3876.0,-121.20059,36.38123,Unknown,True,13.72598,437609,3.0,5
LA County Fire Department/Angeles National Forest,Los Angeles,156.0,-118.354,34.276,Unknown,False,15.229054,9936690,2.0,5
CAL FIRE Fresno-Kings Unit,Fresno,278.0,-119.654,36.88286,Unknown,True,19.146418,1008280,0.0,5
CAL FIRE Santa Clara Unit,Stanislaus,120.0,-121.42238,37.17072,Unknown,True,20.66553,552063,2.0,6
CAL FIRE Butte Unit,Butte,91.0,-121.78973,39.33035,Unknown,True,24.1035,213605,0.0,5
CAL FIRE Butte Unit,Butte,30.0,-121.595093,39.624017,Unknown,True,24.626999,213605,0.0,5
CAL FIRE San Luis Obispo Unit,San Luis Obispo,150.0,-120.39993,35.61961,Unknown,True,16.832666,281712,0.0,5
CAL FIRE San Benito-Monterey Unit,Monterey,25.0,-121.0381507,35.8378273,Unknown,True,18.369501,437609,0.0,5
CAL FIRE Fresno-Kings Unit,Fresno,132.0,-119.38248,36.78769,Unknown,True,18.500528,1008280,2.0,5
CAL FIRE Nevada-Yuba-Placer Unit,Placer,169.0,-121.3090268,38.8390117,Unknown,True,24.044779,406608,2.0,5
CAL FIRE San Diego Unit,San Diego,70.0,-117.08829,33.41639,Unknown,True,21.808863,3289701,7.0,6
Bureau of Land Management,Tulare,0.0,-118.08591,35.84883,Unknown,False,16.01214,473446,18.0,6
CAL FIRE Butte Unit,Butte,112.0,-121.6008,39.595,Unknown,True,25.138084,213605,0.0,6
CAL FIRE San Luis Obispo Unit,San Luis Obispo,86.0,-120.82266,35.70821,Unknown,True,16.210222,281712,2.0,6
CAL FIRE Tuolumne-Calaveras Unit,Calaveras,33.0,-120.8678,38.22017,Unknown,True,27.59844,45674,3.0,6
CAL FIRE Tehama-Glenn Unit,Tehama,43.0,-122.40142,39.93965,Unknown,True,27.113832,65484,0.0,6
CAL FIRE Nevada Yuba Placer Unit,Placer,88.0,-121.37704,38.86804,Unknown,True,28.4695,406608,0.0,6
CAL FIRE Amador El-Dorado,El Dorado,25.0,-120.6955,38.64107,Unknown,True,25.05346,191713,1.0,6
CAL FIRE San Benito Monterey Unit,San Benito,30.0,-121.40304,36.80296,Unknown,True,23.88975,64753,0.0,6
CAL FIRE Amador El-Dorado,Sacramento,32.0,-121.06452,38.3131,Unknown,True,27.156,1579211,0.0,6
CAL FIRE Riverside County Fire,Riverside,139.0,-117.140883,33.476894,Unknown,True,22.877813,2429487,3.0,6
Los Padres National Forest,Monterey,2520.0,-121.25029,36.01542,Unknown,True,18.440098,437609,16.0,6
Bureau of Land Management ,San Luis Obispo,0.0,-119.58206,35.01382,Unknown,False,23.13386,281712,15.0,6
CAL FIRE Shasta Trinity Unit,Shasta,24.0,-122.46777,40.61388,Unknown,True,24.179125,181852,1.0,6
CAL FIRE Amador El-Dorado Unit,Amador,210.0,-120.90265,38.26874,Unknown,True,23.612251,40577,4.0,6
CAL FIRE San Diego Unit,San Diego,7609.0,-116.63028,32.60729,Unknown,True,17.300817,3289701,11.0,6
CAL FIRE San Benito-Monterey Unit,Monterey,70.0,-121.3306,36.2833,Unknown,True,22.70339,437609,2.0,6
CAL FIRE Tehama Glenn Unit,Tehama,80.0,-121.857,39.7947,Unknown,True,24.811249,65484,0.0,6
Kern County Fire Department,Kern,61.0,-120.251,35.77135,Unknown,False,20.242334,906883,1.0,6
CAL FIRE San Benito Monterey Unit,San Benito,83.0,-121.04993,36.49914,Unknown,True,20.511084,64753,0.0,6
USFS Klamath National Forest ,Siskiyou,2860.0,-123.557,41.623,Unknown,False,12.107148,44049,154.0,11
U.S Los Padres National Forest ,Santa Barbara,7474.0,-119.643,34.776,Unknown,True,21.752226,445213,27.0,7
CAL FIRE Sonoma-Lake-Napa Unit,Yolo,277.0,-122.15457,38.69971,Unknown,True,29.747416,217141,1.0,6
CAL FIRE Butte County Fire,Butte,49.0,-121.6051,39.43351,Unknown,True,27.680502,213605,0.0,6
Bureau of Land Management,Kern,48019.0,-118.45628,35.6115,Unknown,True,27.201666,906883,18.0,7
CAL FIRE San Benito-Monterey Unit,Monterey,52.0,-120.9293,36.1934,Unknown,True,25.534958,437609,1.0,6
CAL FIRE Madera-Mariposa-Merced Unit,Merced,1246.0,-121.20155,37.07147,Unknown,True,25.279709,282290,1.0,6
Orange County Fire Authority,Orange,47.0,-117.77395,33.57872,Unknown,True,24.01252,3175227,3.0,6
CAL FIRE Santa Clara Unit,Alameda,211.0,-121.58677,37.74369,Unknown,True,24.925165,1663823,1.0,6
Inyo National Forest,Mono,650.0,-119.14,37.97,Unknown,False,19.505278,13219,14.0,7
CAL FIRE Sonoma-Lake-Napa Unit,Lake,215.0,-122.50373,39.12366,Unknown,True,26.57853,68024,2.0,6
CAL FIRE Nevada-Yuba-Placer Unit / El Dorado National Forest,"El Dorado, Placer",5645.0,-120.9375,38.96741,Unknown,True,16.16834,598321,20.0,7
CAL FIRE Amador- El Dorado Unit,Amador,372.0,-121.003611,38.385,Unknown,True,28.722876,40577,1.0,6
CAL FIRE Fresno County Fire,Fresno,188.0,-119.39619,36.92244,Unknown,True,25.005333,1008280,2.0,7
Los Angeles County Fire,Los Angeles,1100.0,-118.57245,34.36763,Unknown,False,18.295609,9936690,7.0,7
Kern County Fire,Kern,554.0,118.9082,34.913,Unknown,True,24.67711,906883,2.0,7
CAL FIRE Shasta-Trinity Unit,Shasta,303.0,-122.72913,40.36873,Unknown,True,17.245142,181852,4.0,7
CAL FIRE Tehama-Glenn Unit,Tehama,464.0,-122.56939,40.0353,Unknown,True,30.6205,65484,4.0,7
Kern County Fire,Kern,1785.0,-118.72272,35.20993,Unknown,True,27.725655,906883,7.0,7
Los Padres National Forest,Ventura,2304.0,-119.144,34.701,Unknown,False,24.560583,842009,0.0,6
CAL FIRE Tehama-Glen Unit,Tehama,88.0,-122.2071,40.07846,Unknown,True,32.395084,65484,0.0,7
CAL FIRE Fresno Unit,Fresno,2944.0,-120.452041,36.0749,Unknown,True,24.943417,1008280,4.0,7
CAL FIRE San Bernardino Unit,Inyo,30.0,-118.15589,36.58972,Unknown,True,24.370499,18829,1.0,7
CAL FIRE Tuolumne-Calaveras Unit,Calaveras,310.0,-120.61153,38.02845,Unknown,True,15.700858,45674,6.0,7
CAL FIRE Amador-Eldorado Unit,Sacramento,87.0,-121.103642,38.517772,Unknown,True,22.51829,1579211,1.0,7
CAL FIRE Fresno-Kings Unit,Fresno,145.0,-120.62048,36.14161,Unknown,True,23.734812,1008280,3.0,7
CAL FIRE Madera-Mariposa-Merced Unit,Madera,103.0,-119.65776,37.25601,Unknown,True,13.208219,157243,2.0,7
Ventura County Fire,Ventura,45.0,-118.63264,34.27619,Unknown,True,23.174835,842009,0.0,7
Ventura County Fire,Ventura,15.0,-116.58542,33.11645,Unknown,True,20.50279,842009,1.0,7
CAL FIRE Tuolumne Calaveras Unit,Calaveras,341.0,-120.81394,38.08056,Unknown,True,16.407612,45674,4.0,7
CAL FIRE Tuolumne Calaveras Unit,Calaveras,35.0,-120.67335,37.96311,Unknown,True,23.818792,45674,1.0,7
CAL FIRE Sonoma-Lake-Napa Unit,Yolo,84.0,-122.04726,38.8866,Unknown,True,29.469833,217141,0.0,7
Kern County Fire / Sequoia National Forest ,Kern,221.0,-118.21793,35.68313,Unknown,True,28.74146,906883,1.0,7
Ventura County Fire Department,Ventura,78.0,-119.39619,36.92244,Unknown,True,27.535194,842009,2.0,7
Kern County Fire,Kern,138.0,-118.94811,35.60748,Unknown,True,31.464998,906883,1.0,7
CAL FIRE Fresno County Fire,Fresno,123.0,-119.5792,37.0099,Unknown,True,29.471085,1008280,1.0,7
CAL FIRE San Diego,San Diego,100.0,-116.7945,32.9612,Unknown,True,24.718332,3289701,2.0,7
CAL FIRE Sonoma-Lake-Napa Unit,Lake,69.0,-122.7891,39.0863,Unknown,True,22.360312,68024,3.0,7
CAL FIRE Siskiyou Unit,Siskiyou,26.0,-122.59328,41.96191,Unknown,True,20.678167,44049,1.0,7
CAL FIRE Fresno-Kings Unit,Fresno,2241.0,-119.50507,37.01591,Unknown,True,17.426994,1008280,10.0,8
CAL FIRE Tuolumne-Calaveras Unit,Calaveras,57.0,-120.64241,37.98171,Unknown,True,24.111582,45674,1.0,7
CAL FIRE Sonoma-Lake-Napa Unit/Vacaville Fire Department,Solano,57.0,-122.02564,38.33475,Unknown,True,21.616583,450995,0.0,7
Camp Pendleton Military Base,San Diego,1245.0,-117.35093,33.393,Unknown,False,25.986712,3289701,9.0,7
CAL FIRE Siskiyou Unit,Siskiyou,23.0,-122.36924,41.71847,Unknown,True,22.385834,44049,1.0,7
CAL FIRE San Benito-Monterey Unit,Monterey,100.0,-120.81081,35.85093,Unknown,True,28.561127,437609,1.0,7
US Forest Service - Los Padres National Forest,Monterey,132127.0,-121.89938,36.45994,Unknown,True,14.494625,437609,83.0,10
Cleveland National Forest,Orange,150.0,-117.5221,33.6542,Unknown,False,22.199152,3175227,5.0,9
San Bernardino National Forest,San Bernardino,20.0,-117.4415,34.25858,Unknown,False,19.777498,2180563,1.0,9
CAL FIRE / Butte County Fire,Butte,800.0,-121.571,39.6871,Unknown,True,16.875408,213605,7.0,9
CAL FIRE Mendocino Unit,Mendocino,50.0,-123.5044,39.7299,Unknown,True,17.224361,91145,5.0,9
San Bernardino County Fire ,San Bernardino,50.0,-117.3189,34.3183,Unknown,True,24.291586,2180563,2.0,9
Tahoe National Forest,Nevada,38.0,-120.51887,39.39051,Unknown,False,5.6701384,102322,1.0,9
CAL FIRE Shasta-Trinity Unit / Shasta Lake City Fire Department,Shasta,75.0,-122.4096,40.68192,Unknown,True,26.984,181852,2.0,9
CAL FIRE Amador-El Dorado Unit,El Dorado,50.0,-121.00299,38.79549,Unknown,True,25.388666,191713,1.0,7
CAL FIRE San Diego Unit,San Diego,28.0,-116.9571,33.00056,Unknown,True,27.777779,3289701,2.0,7
CAL FIRE Santa Clara Unit,Contra Costa,40.0,-122.1885,38.01264,Unknown,True,21.3265,1162648,0.0,7
CAL FIRE Madera-Mariposa-Merced Unit,Madera,38.0,-119.4741,37.24006,Unknown,True,28.483665,157243,2.0,7
CAL FIRE Tuolumne-Calaveras unit,Tuolumne,32.0,-120.69521,37.81434,Unknown,True,28.399834,54993,2.0,8
CAL FIRE Santa Clara Unit,Santa Clara,114.0,-121.79669,37.41896,Unknown,True,23.884417,1916831,1.0,7
CAL FIRE San Diego Unit,San Diego,35.0,-117.14547,33.22558,Unknown,True,22.485748,3289701,1.0,8
CAL FIRE Tehama-Glenn Unit,Tehama,80.0,-122.26736,40.19611,Unknown,True,29.71,65484,1.0,8
CAL FIRE Butte Unit,Butte,520.0,-121.7192,39.6708,Unknown,True,18.120398,213605,1.0,8
CAL FIRE Sonoma Lake Napa Unit,Yolo,5731.0,-122.06788,38.52513,Unknown,True,20.975643,217141,10.0,8
Kern County Fire,Kern,100.0,-118.60344,35.24504,Unknown,True,26.036997,906883,3.0,8
CAL FIRE Madera-Mariposa-Merced Unit,Madera,85.0,-119.7738,37.3228,Unknown,True,25.81447,157243,2.0,8
CAL FIRE Amador - El Dorado Unit,Amador,26.0,-120.8657,38.2581,Unknown,True,20.30754,40577,1.0,8
CAL FIRE Santa Clara Unit,Santa Clara,25.0,-121.68577,37.06531,Unknown,True,20.922445,1916831,2.0,8
San Bernardino National Forest,San Bernardino,8110.0,-117.27338,34.28771,Unknown,True,23.422832,2180563,9.0,8
CAL FIRE Sonoma-Lake-Napa Unit,Lake,45.0,-120.51057,36.09974,Unknown,True,23.61521,68024,1.0,8
CAL FIRE Sonoma-Lake-Napa Unit,Lake,36.0,-122.26015,38.68403,Unknown,True,24.894583,68024,1.0,8
CAL FIRE Fresno Kings Unit,Fresno,7050.0,-120.51057,36.09974,Unknown,True,17.39176,1008280,10.0,8
San Bernardino National Forest ,San Bernardino,36274.0,-117.49342,34.30372,Unknown,True,24.187094,2180563,7.0,8
CAL FIRE Shasta-Trinity Unit,Shasta,35.0,-122.47091,40.61213,Unknown,True,26.857544,181852,1.0,8
CAL FIRE Humboldt-Del Norte,Humboldt,21.0,-123.77832,40.9878,Unknown,True,20.206375,136132,7.0,8
CAL FIRE San Luis Obispo Unit,San Luis Obispo,46235.0,-120.98316,35.70595,Unknown,True,16.62614,281712,24.0,9
CALFIRE Sonoma-Lake-Napa Unit,Lake,3929.0,-122.60664,38.89741,Unknown,True,25.147612,68024,13.0,8
Sequoia National Forest,Kern,29322.0,-118.5678,35.7506,Unknown,False,18.426723,906883,46.0,10
CAL FIRE Humboldt-Del Norte,Humboldt,23.0,-124.05804,40.4572,Unknown,True,17.13393,136132,5.0,8
CAL FIRE Amador- El Dorado Unit / Sac Metro Fire,Sacramento,40.0,-121.1309,38.558,Unknown,True,21.09304,1579211,1.0,9
Stanislaus National Forest,Alpine,0.0,-120.00606,38.57554,Unknown,False,19.174551,1515,12.0,8
CAL FIRE / Fresno County Fire,Fresno,158.0,-119.34487,36.84479,Unknown,True,21.778917,1008280,3.0,9
CAL FIRE Santa Clara Unit,Santa Clara,25.0,-121.69784,37.11831,Unknown,True,16.94429,1916831,1.0,9
CAL FIRE Nevada-Yuba-Placer Unit,Yuba,389.0,-121.38775,36.16965,Unknown,True,11.915702,81705,0.0,8
CAL FIRE Mendocino Unit,Mendocino,36.0,-123.4267011,39.8748511,Unknown,True,19.878,91145,1.0,8
USFS Sequoia National Forest,Kern,304.0,-118.5097,35.4976,Unknown,False,23.123331,906883,0.0,8
USFS Klamath National Forest,Siskiyou,33867.0,-123.118,41.851,Unknown,False,23.196457,44049,1.0,8
CAL FIRE Santa Clara Unit,San Joaquin,147.0,-121.36665,37.62215,Unknown,True,23.634333,779445,0.0,8
CAL Fire Humboldt-Del Norte Unit,Humboldt,599.0,-123.82268,41.28486,Unknown,True,18.314333,136132,13.0,9
CAL FIRE Lassen-Modoc Unit,Lassen,2575.0,-120.7845,40.3915,Unknown,True,17.860165,31873,11.0,9
CAL FIRE Butte Unit,Butte,88.0,-121.71662,39.79547,Unknown,True,24.309334,213605,4.0,8
CAL FIRE Tuolumne-Calaveras Unit,Calaveras,450.0,-120.6381,38.1874,Unknown,True,15.946636,45674,3.0,8
US Forest Service - Sequoia National Forest,Tulare,395.0,-118.73906,36.1648,Unknown,False,16.78983,473446,78.0,11
CAL FIRE Siskiyou Unit,Siskiyou,710.0,-122.611,41.7813,Unknown,True,11.183252,44049,6.0,8
CAL FIRE Lassen-Modoc Unit,Modoc,380.0,-120.9066,41.4657,Unknown,True,16.354229,8651,3.0,9
Kern County Fire Department,Kern,600.0,-118.7212,35.2013,Unknown,True,19.101425,906883,3.0,8
CAL FIRE Sonoma-Lake-Napa Unit,Lake,20.0,-122.9148951,39.1408865,Unknown,True,20.71029,68024,1.0,8
CAL FIRE Siskiyou Unit,Siskiyou,32.0,-122.7933,41.6314,Unknown,True,16.555334,44049,1.0,9
